,Rank,Name,Symbol,Market Cap,Price,Circulating Supply,Volume (24h),% 1h,% 24h,% 7d,Unnamed: 10
27,28,Aave,AAVE,"$1,087,592,822",$90.35,"12,037,596 AAVE *","$202,515,779",1.83%,3.22%,13.23%,
28,29,Binance USD,BUSD,"$1,077,268,493",$1.00,"1,077,160,777 BUSD *","$1,019,539,386",-0.01%,-0.04%,0.02%,
29,30,Huobi Token,HT,"$1,038,763,320",$5.19,"200,076,194 HT *","$354,009,621",1.88%,18.77%,28.48%,
30,31,Neo,NEO,"$1,022,932,434",$14.50,"70,538,831 NEO *","$346,481,684",0.19%,1.29%,-4.35%,
31,32,Filecoin,FIL,"$993,826,959",$22.29,"44,584,205 FIL","$348,030,664",-1.52%,-8.47%,-8.48%,
32,33,Revain,REV,"$993,269,895",$0.01168,"85,061,485,690 REV *","$7,399,772",0.09%,0.26%,0.16%,
33,34,Synthetix,SNX,"$923,897,164",$8.36,"110,519,345 SNX *","$135,714,855",-1.72%,15.73%,13.48%,
34,35,Dash,DASH,"$873,563,642",$88.24,"9,899,669 DASH","$853,438,257",-0.55%,-11.41%,-14.53%,
35,36,Zilliqa,ZIL,"$854,140,015",$0.07908,"10,801,581,328 ZIL","$337,219,783",-0.26%,-4.33%,25.00%,
36,37,IOTA,MIOTA,"$809,809,748",$0.2913,"2,779,530,283 MIOTA *","$15,791,601",-0.59%,-1.87%,-0.05%,
37,38,Dogecoin,DOGE,"$726,323,311",$0.005685,"127,762,182,511 DOGE","$228,961,515",4.72%,21.42%,24.07%,
38,39,Ethereum Classic,ETC,"$663,491,552",$5.70,"116,313,299 ETC","$556,639,553",0.07%,0.47%,-0.81%,
39,40,yearn.finance,YFI,"$656,372,549","$21,901.97","29,969 YFI *","$265,921,787",-0.91%,-3.68%,-7.59%,
40,41,Compound,COMP,"$641,940,432",$145.39,"4,415,268 COMP *","$176,867,845",0.92%,-3.00%,5.42%,
41,42,Waves,WAVES,"$623,950,151",$6.00,"103,952,116 WAVES *","$97,247,240",-0.06%,-3.25%,-9.85%,
42,43,Zcash,ZEC,"$614,377,756",$56.79,"10,817,875 ZEC","$712,504,295",-1.70%,-11.25%,-8.62%,
43,44,SushiSwap,SUSHI,"$593,611,623",$3.33,"178,203,345 SUSHI *","$393,919,495",5.17%,16.35%,31.68%,
44,45,Kusama,KSM,"$588,670,118",$69.50,"8,470,098 KSM *","$111,001,467",1.82%,-3.42%,39.25%,
45,46,Maker,MKR,"$580,549,443",$582.22,"997,127 MKR *","$43,374,809",0.48%,-0.81%,9.70%,
46,47,OKB,OKB,"$552,615,022",$9.21,"60,000,000 OKB *","$305,072,781",-0.01%,18.40%,49.58%,
47,48,FTX Token,FTT,"$549,193,881",$5.82,"94,346,958 FTT *","$11,885,409",0.28%,0.84%,18.17%,
48,49,Decred,DCR,"$511,205,596",$41.11,"12,435,693 DCR","$10,830,453",0.28%,0.81%,12.68%,
49,50,Algorand,ALGO,"$475,506,414",$0.3981,"1,194,352,298 ALGO","$341,885,747",-1.91%,19.19%,28.53%,
50,51,The Graph,GRT,"$452,446,965",$0.3632,"1,245,666,867 GRT *","$142,234,681",2.06%,3.74%,1.62%,
51,52,UMA,UMA,"$439,970,124",$7.93,"55,506,671 UMA *","$15,578,993",-0.33%,3.71%,-2.07%,
52,53,renBTC,RENBTC,"$387,297,468","$29,350.68","13,196 RENBTC *","$5,233,862",0.16%,1.20%,18.99%,
53,54,Elrond,EGLD,"$383,022,212",$26.07,"14,694,862 EGLD *","$45,807,755",0.38%,5.80%,13.67%,
54,55,DigiByte,DGB,"$369,107,372",$0.02656,"13,899,209,798 DGB","$18,514,648",-1.04%,6.34%,31.10%,
55,56,Ontology,ONT,"$361,305,140",$0.4491,"804,535,798 ONT *","$79,296,058",-0.21%,1.88%,-0.65%,
56,57,OMG Network,OMG,"$350,828,502",$2.50,"140,245,398 OMG *","$194,121,720",-0.36%,2.13%,-3.15%,
57,58,Nexo,NEXO,"$325,476,030",$0.5812,"560,000,011 NEXO *","$10,380,152",0.03%,4.72%,1.46%,
58,59,Terra,LUNA,"$315,256,090",$0.6494,"485,425,455 LUNA *","$16,190,074",-1.28%,-0.47%,20.67%,
59,60,Basic Attention Token,BAT,"$306,166,460",$0.2051,"1,492,580,869 BAT *","$134,658,072",0.08%,2.74%,-4.23%,
60,61,Blockstack,STX,"$306,337,505",$0.4303,"711,834,032 STX *","$7,894,633",3.03%,8.63%,42.02%,
61,62,BitTorrent,BTT,"$291,092,585",$0.000294,"989,980,327,999 BTT *","$66,196,912",0.13%,1.89%,-4.17%,
62,63,Ren,REN,"$280,418,867",$0.317,"884,532,525 REN *","$58,223,435",0.83%,-1.34%,17.60%,
63,64,Avalanche,AVAX,"$281,960,683",$3.66,"76,937,055 AVAX *","$81,260,736",-0.76%,16.88%,24.03%,
64,65,0x,ZRX,"$281,143,279",$0.375,"749,772,094 ZRX *","$44,535,777",2.41%,5.85%,4.66%,
65,66,TrueUSD,TUSD,"$275,047,239",$1.00,"275,031,537 TUSD *","$91,972,447",0.00%,0.08%,0.00%,
66,67,NEAR Protocol,NEAR,"$267,271,666",$1.36,"196,911,019 NEAR *","$37,706,129",2.57%,-2.65%,33.09%,
67,68,ICON,ICX,"$260,540,824",$0.4496,"579,540,759 ICX *","$43,364,196",-0.26%,-3.26%,11.44%,
68,69,Paxos Standard,PAX,"$245,646,399",$1.00,"244,951,954 PAX *","$111,598,221",0.34%,0.45%,0.33%,
69,70,Reserve Rights,RSR,"$236,775,556",$0.02532,"9,349,999,000 RSR *","$182,098,583",1.24%,26.90%,48.28%,
70,71,SwissBorg,CHSB,"$238,302,311",$0.2555,"932,687,845 CHSB *","$1,474,726",-1.10%,-0.83%,-20.61%,
71,72,Hedera Hashgraph,HBAR,"$222,601,630",$0.03292,"6,760,907,519 HBAR *","$8,835,535",0.76%,3.44%,1.78%,
72,73,Qtum,QTUM,"$221,594,332",$2.27,"97,521,136 QTUM *","$294,003,899",0.18%,1.77%,-0.92%,
73,74,Loopring,LRC,"$211,346,010",$0.1758,"1,202,508,121 LRC *","$24,484,684",0.66%,3.51%,15.75%,
74,75,Ampleforth,AMPL,"$211,107,309",$0.9827,"214,830,037 AMPL *","$21,043,471",3.83%,-1.87%,13.16%,
75,76,ABBC Coin,ABBC,"$203,509,933",$0.2415,"842,864,280 ABBC","$47,714,665",-0.42%,-1.02%,3.76%,
76,77,THORChain,RUNE,"$205,018,158",$1.29,"158,432,088 RUNE *","$37,783,517",-0.61%,10.63%,40.25%,
77,78,Energy Web Token,EWT,"$193,672,562",$6.44,"30,062,138 EWT *","$833,939",0.14%,2.93%,-2.66%,
78,79,TerraUSD,UST,"$182,344,046",$1.00,"182,016,980 UST *","$2,823,175",-0.25%,0.45%,0.32%,
79,80,Celo,CELO,"$181,712,574",$1.46,"124,447,717 CELO *","$2,059,227",0.44%,-1.18%,0.82%,
80,81,Augur,REP,"$179,937,620",$16.36,"11,000,000 REP *","$16,371,949",0.13%,1.13%,0.45%,
81,82,Theta Fuel,TFUEL,"$166,212,564",$0.03349,"4,962,631,792 TFUEL *","$30,497,640",-0.04%,0.42%,41.01%,
82,83,Kyber Network,KNC,"$160,293,241",$0.7981,"200,842,421 KNC *","$31,557,627",0.28%,0.71%,-4.23%,
83,84,HedgeTrade,HEDG,"$160,583,027",$0.4734,"339,231,468 HEDG *","$506,055",4.98%,0.81%,-4.12%,
84,85,Siacoin,SC,"$153,274,124",$0.003388,"45,246,922,992 SC","$6,369,345",1.31%,8.55%,8.89%,
85,86,HUSD,HUSD,"$151,322,700",$0.9997,"151,364,141 HUSD *","$56,075,228",0.00%,0.03%,-0.06%,
86,87,NXM,NXM,"$151,591,011",$26.13,"5,801,350 NXM *","$11,843,143",0.26%,-2.04%,35.23%,
87,88,Bitcoin Gold,BTG,"$148,835,982",$8.50,"17,513,924 BTG","$6,954,399",-0.01%,0.99%,0.08%,
88,89,Lisk,LSK,"$147,216,778",$1.16,"126,818,058 LSK *","$5,509,048",0.14%,0.30%,-3.56%,
89,90,MaidSafeCoin,MAID,"$146,764,505",$0.3243,"452,552,412 MAID *","$638,953",0.57%,5.07%,-1.75%,
90,91,Ocean Protocol,OCEAN,"$145,833,384",$0.348,"419,026,837 OCEAN *","$26,137,786",0.81%,6.43%,7.25%,
91,92,Nano,NANO,"$137,338,557",$1.03,"133,248,297 NANO *","$7,189,966",1.11%,0.91%,-2.57%,
92,93,Quant,QNT,"$133,230,469",$11.04,"12,072,738 QNT *","$2,339,679",-0.45%,-1.74%,-8.05%,
93,94,Aragon,ANT,"$127,695,440",$3.22,"39,609,523 ANT *","$18,836,386",0.00%,5.67%,12.77%,
94,95,CyberVein,CVT,"$126,774,313",$0.1196,"1,060,404,496 CVT *","$6,294,741",-1.16%,-0.04%,2.46%,
95,96,Decentraland,MANA,"$124,248,831",$0.08374,"1,483,773,748 MANA *","$24,364,980",0.16%,7.01%,4.36%,
96,97,Bancor,BNT,"$124,012,703",$1.29,"96,149,497 BNT *","$29,215,630",-0.07%,1.73%,6.13%,
97,98,Horizen,ZEN,"$125,076,612",$11.79,"10,607,594 ZEN","$26,445,048",-0.65%,1.85%,5.07%,
98,99,ZB Token,ZB,"$122,131,961",$0.2636,"463,288,810 ZB *","$13,809,154",0.10%,3.85%,2.47%,
99,100,Verge,XVG,"$120,280,609",$0.007329,"16,412,512,543 XVG","$7,207,497",0.61%,-2.24%,10.03%,
100,101,Band Protocol,BAND,"$112,885,492",$5.51,"20,494,033 BAND *","$59,285,788",0.03%,3.15%,-1.92%,
101,102,Chiliz,CHZ,"$113,503,347",$0.0209,"5,429,628,749 CHZ *","$67,165,239",0.36%,-2.34%,9.37%,
102,103,Enjin Coin,ENJ,"$111,954,202",$0.136,"823,130,411 ENJ *","$11,594,101",-0.18%,4.09%,-3.53%,
103,104,Gnosis,GNO,"$109,397,270",$72.71,"1,504,589 GNO *","$139,829",0.07%,-3.70%,10.80%,
104,105,Status,SNT,"$108,608,369",$0.03129,"3,470,483,788 SNT *","$10,422,115",0.82%,1.19%,1.83%,
105,106,RSK Infrastructure Framework,RIF,"$106,602,121",$0.1573,"677,726,677 RIF *","$2,047,138",-0.73%,-2.16%,13.17%,
106,107,Holo,HOT,"$107,092,622",$0.0006403,"167,249,427,985 HOT *","$11,244,282",0.44%,6.34%,8.41%,
107,108,Numeraire,NMR,"$102,481,579",$22.95,"4,465,650 NMR *","$3,871,508",-0.77%,2.47%,-5.10%,
108,109,Ravencoin,RVN,"$101,448,235",$0.01297,"7,819,020,000 RVN","$8,381,605",0.41%,3.23%,-2.54%,
109,110,Balancer,BAL,"$96,748,939",$13.93,"6,943,831 BAL *","$41,794,353",0.31%,1.55%,15.62%,
110,111,Curve DAO Token,CRV,"$96,647,229",$0.6223,"155,297,961 CRV *","$64,874,778",-1.27%,-0.95%,27.43%,
111,112,Nervos Network,CKB,"$88,668,290",$0.004035,"21,973,976,376 CKB *","$4,267,880",-0.27%,6.15%,-2.10%,
112,113,MonaCoin,MONA,"$89,012,218",$1.35,"65,729,675 MONA","$2,559,329",0.68%,0.95%,-4.24%,
113,114,IOST,IOST,"$88,905,449",$0.005802,"15,324,121,695 IOST *","$23,840,745",0.68%,2.34%,-0.12%,
114,115,Bitcoin Diamond,BCD,"$87,749,034",$0.4705,"186,492,898 BCD","$2,420,725",-0.20%,-0.02%,-0.87%,
115,116,Arweave,AR,"$87,380,455",$2.62,"33,394,701 AR *","$4,046,739",-0.36%,-0.42%,6.80%,
116,117,Helium,HNT,"$86,615,259",$1.36,"63,844,612 HNT","$358,941",0.23%,4.73%,6.19%,
117,118,Matic Network,MATIC,"$85,710,293",$0.01781,"4,812,024,448 MATIC *","$9,798,566",0.44%,1.01%,7.16%,
118,119,Orchid,OXT,"$84,784,464",$0.2307,"367,584,352 OXT *","$5,657,382",-0.04%,3.52%,-1.78%,
119,120,Solana,SOL,"$85,785,758",$1.84,"46,569,948 SOL *","$25,722,549",1.96%,21.92%,27.44%,
120,121,DxChain Token,DX,"$84,258,666",$0.001685,"50,000,000,000 DX *","$264,869",0.63%,0.51%,14.85%,
121,122,1inch,1INCH,"$83,376,817",$1.16,"72,164,169 1INCH *","$85,719,567",1.85%,-15.54%,-50.38%,
122,123,Ardor,ARDR,"$82,804,201",$0.08289,"998,999,495 ARDR *","$20,534,028",-0.76%,14.61%,23.36%,
123,124,Bytom,BTM,"$76,347,823",$0.0546,"1,398,422,219 BTM","$10,266,381",0.17%,3.51%,-1.39%,
124,125,PAX Gold,PAXG,"$75,961,064","$1,928.35","39,392 PAXG *","$2,098,259",-0.02%,-0.11%,1.60%,
125,126,Golem,GNT,"$72,173,057",$0.111,"649,927,869 GNT *","$1,748,290",-0.71%,-0.53%,8.21%,
126,127,Divi,DIVI,"$68,427,013",$0.03299,"2,074,184,025 DIVI","$232,345",4.20%,16.31%,19.36%,
127,128,Unibright,UBT,"$68,382,487",$0.4596,"148,799,999 UBT *","$1,297,549",-0.86%,5.36%,-2.84%,
128,129,Kleros,PNK,"$65,801,324",$0.11,"598,279,012 PNK *","$996,630",-0.33%,-0.50%,-2.08%,
129,130,BitShares,BTS,"$64,524,922",$0.02155,"2,994,830,000 BTS *","$5,560,862",-0.32%,4.22%,-5.55%,
130,131,Steem,STEEM,"$64,013,389",$0.1619,"395,464,075 STEEM *","$2,903,341",-0.47%,3.28%,1.29%,
131,132,Storj,STORJ,"$64,027,306",$0.2963,"216,098,645 STORJ *","$13,013,702",1.11%,1.39%,-1.46%,
132,133,Oasis Network,ROSE,"$63,271,369",$0.04218,"1,500,000,000 ROSE *","$3,357,315",0.18%,1.44%,-7.99%,
133,134,Everipedia,IQ,"$64,725,903",$0.006502,"9,954,740,103 IQ *","$265,329,012",-1.43%,119.85%,166.38%,
134,135,Injective Protocol,INJ,"$60,940,594",$4.07,"14,975,179 INJ *","$10,472,821",1.65%,-0.08%,-0.28%,
135,136,DFI.Money,YFII,"$61,167,263","$1,584.81","38,596 YFII *","$95,283,796",0.40%,-1.43%,7.98%,
136,137,Kava.io,KAVA,"$61,198,628",$1.31,"46,876,230 KAVA *","$13,012,558",-0.22%,0.79%,-3.37%,
137,138,Komodo,KMD,"$60,570,972",$0.4907,"123,442,247 KMD","$1,402,669",-3.71%,-3.30%,-7.93%,
138,139,iExec RLC,RLC,"$60,043,128",$0.7499,"80,070,793 RLC *","$7,914,875",0.52%,2.61%,-4.08%,
139,140,Velas,VLX,"$59,864,021",$0.02842,"2,106,296,362 VLX *","$536,381",-0.36%,-3.63%,24.26%,
140,141,Swipe,SXP,"$60,162,288",$0.7168,"83,936,975 SXP *","$31,108,134",0.27%,-3.34%,0.72%,
141,142,LBRY Credits,LBC,"$61,596,734",$0.1193,"516,488,055 LBC","$174,510,787",5.19%,43.58%,143.14%,
142,143,Syntropy,NOIA,"$58,688,585",$0.1826,"321,395,830 NOIA *","$783,628",-0.99%,-5.87%,-20.49%,
143,144,aelf,ELF,"$58,368,493",$0.1072,"544,480,200 ELF *","$16,948,129",0.70%,4.68%,4.73%,
144,145,Ankr,ANKR,"$58,482,033",$0.009002,"6,496,232,711 ANKR *","$9,909,902",1.39%,6.90%,3.26%,
145,146,Civic,CVC,"$57,555,906",$0.0859,"670,000,000 CVC *","$9,846,254",-0.50%,1.54%,-5.85%,
146,147,Serum,SRM,"$56,628,443",$1.13,"50,000,000 SRM *","$39,932,920",0.97%,8.90%,9.67%,
147,148,KuCoin Shares,KCS,"$55,145,533",$0.6883,"80,118,638 KCS *","$4,657,298",0.22%,-0.88%,-5.46%,
148,149,Utrust,UTK,"$55,123,268",$0.1225,"449,981,000 UTK *","$2,115,891",0.78%,1.70%,5.61%,
149,150,Polymath,POLY,"$55,210,911",$0.09936,"555,670,901 POLY *","$55,808,860",-0.89%,22.88%,43.60%,
150,151,WAX,WAXP,"$53,608,269",$0.03646,"1,470,298,960 WAXP *","$359,110",0.49%,0.38%,1.09%,
151,152,Wanchain,WAN,"$53,424,002",$0.3161,"169,028,581 WAN *","$2,047,956",0.26%,1.37%,-8.64%,
152,153,OriginTrail,TRAC,"$52,275,346",$0.1538,"339,846,870 TRAC *","$507,038",3.46%,2.31%,-20.22%,
153,154,JUST,JST,"$51,673,289",$0.02286,"2,260,326,706 JST *","$45,674,085",0.26%,2.89%,-1.53%,
154,155,The Midas Touch Gold,TMTG,"$51,446,580",$0.006243,"8,241,111,256 TMTG *","$2,953,292",-1.75%,3.98%,-21.50%,
155,156,TomoChain,TOMO,"$51,740,847",$0.6764,"76,495,825 TOMO","$4,862,479",0.21%,-0.14%,-0.29%,
156,157,Hive,HIVE,"$49,529,073",$0.118,"419,596,742 HIVE *","$1,174,764",0.01%,2.67%,3.00%,
157,158,Ark,ARK,"$49,354,624",$0.3911,"126,183,867 ARK *","$2,457,388",1.85%,3.32%,5.92%,
158,159,FunFair,FUN,"$47,169,221",$0.007203,"6,548,879,189 FUN *","$105,497,713",25.86%,45.03%,100.28%,
159,160,Stratis,STRAX,"$47,913,323",$0.4788,"100,074,480 STRAX *","$973,517",-0.03%,1.28%,-1.67%,
160,161,Energi,NRG,"$47,214,816",$1.30,"36,330,055 NRG","$2,788,085",0.45%,1.05%,-11.05%,
161,162,Electroneum,ETN,"$46,958,219",$0.004594,"10,222,642,660 ETN","$480,582",-0.38%,-6.14%,-10.63%,
162,163,Keep3rV1,KP3R,"$45,352,375",$226.76,"200,001 KP3R *","$5,829,152",1.72%,-11.03%,-33.58%,
163,164,Uquid Coin,UQC,"$45,334,457",$4.53,"10,000,000 UQC *","$6,322,375",0.70%,0.11%,118.49%,
164,165,Fantom,FTM,"$43,844,371",$0.01723,"2,545,006,273 FTM *","$5,392,950",-0.02%,1.76%,-0.01%,
165,166,Power Ledger,POWR,"$42,289,092",$0.09974,"423,992,467 POWR *","$7,545,801",0.70%,5.25%,5.05%,
166,167,TrustSwap,SWAP,"$42,162,973",$0.5969,"70,637,169 SWAP *","$1,219,845",0.68%,1.73%,14.96%,
167,168,SingularityNET,AGI,"$42,266,930",$0.04954,"853,144,672 AGI *","$1,869,858",0.21%,9.60%,2.20%,
168,169,ShareToken,SHR,"$42,163,551",$0.02056,"2,050,977,162 SHR *","$2,116,391",0.10%,-1.74%,12.92%,
169,170,Pundi X,NPXS,"$41,881,842",$0.0001785,"234,624,488,396 NPXS *","$1,183,564",1.70%,0.88%,-0.81%,
170,171,MCO,MCO,"$41,583,188",$2.63,"15,793,831 MCO *","$23,618,922",0.28%,12.89%,2.22%,
171,172,AdEx Network,ADX,"$41,000,501",$0.363,"112,960,393 ADX *","$6,051,703",1.14%,-0.35%,27.64%,
172,173,Fetch.ai,FET,"$39,892,762",$0.05347,"746,113,681 FET *","$3,138,701",-0.22%,3.24%,2.62%,
173,174,Nexalt,XLT,"$40,022,286",$2.01,"19,872,458 XLT *","$616,964",0.14%,0.35%,8.44%,
174,175,Haven Protocol,XHV,"$39,708,634",$2.79,"14,246,214 XHV *","$2,593,411",-2.16%,-23.66%,-12.66%,
175,176,STASIS EURO,EURS,"$39,265,605",$1.23,"31,979,207 EURS *","$2,668,621",-0.16%,-0.42%,1.94%,
176,177,Melon,MLN,"$38,735,020",$26.22,"1,477,204 MLN *","$3,800,578",0.24%,-0.74%,-15.58%,
177,178,GateToken,GT,"$37,994,466",$0.5172,"73,456,544 GT *","$75,514,946",0.48%,13.67%,18.82%,
178,179,Syscoin,SYS,"$37,717,046",$0.06248,"603,685,587 SYS","$1,583,624",0.10%,3.42%,18.70%,
179,180,IoTeX,IOTX,"$38,041,020",$0.006634,"5,734,304,441 IOTX *","$3,926,791",0.03%,4.90%,1.25%,
180,181,Alpha Finance Lab,ALPHA,"$37,887,934",$0.2176,"174,136,442 ALPHA *","$20,910,635",-0.61%,17.98%,28.84%,
181,182,Travala.com,AVA,"$36,981,911",$0.7945,"46,547,097 AVA *","$2,069,642",-0.39%,9.94%,8.94%,
182,183,IRISnet,IRIS,"$36,768,835",$0.03919,"938,337,309 IRIS *","$2,535,721",-0.42%,-2.79%,6.43%,
183,184,Voyager Token,VGX,"$36,793,831",$0.1655,"222,295,208 VGX *","$519,820",3.70%,5.11%,14.50%,
184,185,Handshake,HNS,"$35,634,885",$0.1031,"345,621,731 HNS *","$530,381",0.07%,5.96%,9.53%,
185,186,QuarkChain,QKC,"$35,504,963",$0.005548,"6,399,906,497 QKC *","$9,111,344",0.20%,11.27%,11.74%,
186,187,Ultra,UOS,"$35,405,151",$0.1253,"282,510,439 UOS *","$522,878",2.73%,-1.93%,6.34%,
187,188,LTO Network,LTO,"$35,492,781",$0.1306,"271,739,790 LTO *","$2,943,659",-0.68%,-0.73%,28.72%,
188,189,Firo,XZC,"$34,797,883",$3.06,"11,382,043 XZC","$2,767,135",-1.09%,-9.40%,-5.66%,
189,190,Harmony,ONE,"$34,927,440",$0.004242,"8,234,250,415 ONE *","$6,099,059",-0.87%,-0.27%,-10.78%,
190,191,DIA,DIA,"$34,466,153",$1.22,"28,271,916 DIA *","$9,244,545",-0.64%,5.57%,1.08%,
191,192,ReddCoin,RDD,"$34,375,826",$0.001193,"28,808,713,174 RDD *","$62,315",0.12%,2.38%,0.93%,
192,193,Aion,AION,"$33,443,407",$0.0686,"487,496,874 AION","$1,895,063",1.56%,11.65%,1.72%,
193,194,Nimiq,NIM,"$32,523,555",$0.004584,"7,094,284,653 NIM","$1,754,401",1.90%,-11.42%,90.70%,
194,195,Super Zero Protocol,SERO,"$31,479,131",$0.1041,"302,364,505 SERO *","$3,679,898",-0.79%,2.99%,-0.30%,
195,196,MVL,MVL,"$31,376,874",$0.002951,"10,631,888,857 MVL *","$6,953,409",-1.03%,5.21%,9.86%,
196,197,WaykiChain,WICC,"$30,651,045",$0.1622,"189,000,000 WICC *","$3,466,302",-0.62%,4.54%,-0.58%,
197,198,Thunder Token,TT,"$30,619,338",$0.0052,"5,887,903,653 TT *","$2,901,680",1.17%,4.91%,6.76%,
198,199,Bytecoin,BCN,"$30,185,460",$0.000164,"184,066,828,814 BCN","$55,425",-0.19%,-4.25%,21.13%,
199,200,Loom Network,LOOM,"$29,911,485",$0.03082,"970,520,754 LOOM *","$12,824,263",-0.10%,6.10%,20.60%,
